	text	labels	split
5659	You are either incurably stupid or incredibly naive	1	train
5660	U ain't got nothing better to do on freakin' Thanxgiving than reply?! Get a life! I have one and it's been on 3 continents!	1	train
5661	if it wasn't for zlatan, no one would care about sweden	0	train
5662	Yeee... Not so true.. Sweden have done alot.. But sure you should continue thinking Zlatan is the only thing if it makes you feel better!	0	train
5663	ya i'm also thinking henrik larsen	0	train
5664	I could interpret your trolling comments that in fact you are not thinking at all Pete... !	0	train
5665	Can you show us where the hell is Romania on the map, plz? But, without using Google maps, can you? What if I'll ask you what is the difference between rroma ppl and Romanian ppl, without using wikipedia free encyclopedia, hmm ?! I personally can tell you that ignorance, in a physical form, looks just like you, nazi lil' dick :(	1	train
5666	"Oh really? And how does a ""filthy Romanian"" look like? 'Cause I really have no idea..could you look in the mirror and tell me? I think that your reflection might help a little bit in understanding the word ""filthy"" :)"	1	train
5667	In general,he's sort of right,all statistics conclude we are the filthiest europeans,but,of course,the filthy romanians are mostly lazy alcoholics in forsaken villages.	1	train
5668	"This video just shows the heart of the most ""Sweden hostile"" people we´ve got to offer. I was born and raised beeing thought to be proud over my country, over its neutrality, humanity and compassion. Theese idiots were raised believing that the red&white santa (whom coca cola created in the 50s), the christmas tree (which we imported from Germany only centuries ago, and kåldolmar (traditional Swedish wine leaf rolls clearly imported from Turkey) were swedish traditions being treathened from an evil ""foreign society"". If they eventually will raise to get som influence in Swedish parlament, you will find me in Romania, hanging out with the perhaps filthy but also less and less intolerant people who lives there."	1	train
5670	I know, I lived there, but there are also millions of them who are not. My point is that where some countries goes towards more tolerance, mine goes into darkness.	0	train
5671	Why are racists so afraid of calling themselves what they are? A showel is a showel and shit is shit!	1	train
5672	"Immigration in its current form in Sweden has taken a toll. However saying shit like ""filthy Romanians"" and ""we are the elite"" is so low that I dont even know what to say. Yes its true that immigration has to have some limits especially since we are a country of 9-10m and not 50m but it doesnt mean that you can't get to know the people around you. Whether SD likes it or not the current immigrants that are Swedish citizens will not simply leave so why the hell would you make them an enemy? If SDs argumentation was better and more friendly in their approach then they wouldnt be so hated but since everything they say is of a bad mouth its hard to be friends with them."	0	train
